MP ID,MP Name,Region Id,GL Code,GL Name,Parent ASIN,ASIN,Review Id,Review Title,Review Text,Review Rating,Brand,Verbatim,Verbatim Score,Topic Id,L1 Topic,L2 Topic,L3 Topic,l4_defect,Polarity,Submission Date,Last Updated DateTime,Week Number
1,1 - US,1,147,gl_pc,B0BCF8QYH4,B0B826KS4B,75633307671,They guarantee their products,"My daughter purchased this for me, as I am a volunteer tutor who aids adults to pass their GED on line via my computer.  Even though it stopped working,  their tech representatives made it ease to send back at no charge and no quibble repairs made.  It’s a great camera that you can also use a whiteboard for presentations to students.  Buy this, you won’t be disappointed!",5,,"Buy this, you wont be disappointed",0.67,34c9ddcf-4c3d-4c4c-9d4c-1657a3c32a10,miscellaneous,customer preference,customer satisfaction,customer satisfaction - generic,positive,2025-04-22T10:16:45.000Z,2025-08-01T09:51:36.000Z,2025/4/19 00:00
1,1 - US,1,147,gl_pc,B0BCF8QYH4,B0B826KS4B,75633307671,They guarantee their products,"My daughter purchased this for me, as I am a volunteer tutor who aids adults to pass their GED on line via my computer.  Even though it stopped working,  their tech representatives made it ease to send back at no charge and no quibble repairs made.  It’s a great camera that you can also use a whiteboard for presentations to students.  Buy this, you won’t be disappointed!",5,,Even though it stopped working,0.89,1f3d4712-223c-49d5-bd4a-cf553249c79c,product component related specs or functionalities,functionality overall,functionality overall,stopped working,negative,2025-04-22T10:16:45.000Z,2025-08-01T09:51:36.000Z,2025/4/19 00:00
1,1 - US,1,147,gl_pc,B0BCF8QYH4,B0B826KS4B,75654803181,Bad company,Terrible company and terrible product. Company pushed an ota update that bricked the device and wants $120 to fix it,1,,Bad company,0.79,e2be5d6a-e337-4a73-becd-c7238001876a,miscellaneous,customer preference,customer satisfaction,customer satisfaction - generic,negative,2025-04-23T08:44:13.000Z,2025-08-17T03:44:37.000Z,2025/4/19 00:00
1,1 - US,1,147,gl_pc,B0BCF8QYH4,B0B826KS4B,75654803181,Bad company,Terrible company and terrible product. Company pushed an ota update that bricked the device and wants $120 to fix it,1,,wants $120 to fix it,0.05,64614aa5-7747-46b0-8468-6ab549bf328e,product component related specs or functionalities,maintenance,maintenance and repair,needs fixing,negative,2025-04-23T08:44:13.000Z,2025-08-17T03:44:37.000Z,2025/4/19 00:00
1,1 - US,1,147,gl_pc,B0BCF8QYH4,B0B826KS4B,75692846961,not up to snuff,"If you need this to work flawlessly, it won't",3,,"If you need this to work flawlessly, it won't",0.77,cda3ee9c-c9b1-4eee-9ae5-7dbfb719751f,product component related specs or functionalities,functionality overall,functionality overall,does not work flawlessly,negative,2025-04-25T03:29:19.000Z,2025-08-24T16:16:56.000Z,2025/4/19 00:00
1,1 - US,1,147,gl_pc,B0BCF8QYH4,B0B826KS4B,75969902811,Great for groups and as a webcam,Super impressive. I use it for group meetings where I can manually trigger a saved spot in the room depending on who is speaking. Works great as a regular webcam with a nice big sensor. Price seems worth it for the tech. I put it on top of a selfie pole with a stand as it is light enough to not need a full tripod.,5,,Super impressive,0.93,20bce0b1-fa4d-457d-9193-099a23001a08,miscellaneous,customer preference,customer satisfaction,customer satisfaction - generic,positive,2025-05-09T20:55:14.000Z,2025-08-03T21:09:52.000Z,2025/5/3 00:00
1,1 - US,1,147,gl_pc,B0BCF8QYH4,B0B826KS4B,75969902811,Great for groups and as a webcam,Super impressive. I use it for group meetings where I can manually trigger a saved spot in the room depending on who is speaking. Works great as a regular webcam with a nice big sensor. Price seems worth it for the tech. I put it on top of a selfie pole with a stand as it is light enough to not need a full tripod.,5,,Price seems worth it for the tech,0.71,14728a3c-9679-4999-a973-33eb8d8224cf,miscellaneous,customer preference,price,worth the price,positive,2025-05-09T20:55:14.000Z,2025-08-03T21:09:52.000Z,2025/5/3 00:00
1,1 - US,1,147,gl_pc,B0BCF8QYH4,B0B826KS4B,75969902811,Great for groups and as a webcam,Super impressive. I use it for group meetings where I can manually trigger a saved spot in the room depending on who is speaking. Works great as a regular webcam with a nice big sensor. Price seems worth it for the tech. I put it on top of a selfie pole with a stand as it is light enough to not need a full tripod.,5,,Works great as a regular webcam with a nice big sensor,0.81,44dd918f-e01a-4afd-824b-e399b4b4c0e1,product component related specs or functionalities,quality,camera quality,good camera,positive,2025-05-09T20:55:14.000Z,2025-08-03T21:09:52.000Z,2025/5/3 00:00
1,1 - US,1,147,gl_pc,B0BCF8QYH4,B0B826KS4B,75984716721,Very Good Webcam.,"This camera is extremly good.  It comes with a ton of features like face tracking and different modes for various need cases, including desktop display (showing something on your desk, not the computer desktop).  It folds up when not being used, so the lens is basically closed, and it has a green light around the base when active.  There are a lot of reviews online that go into detail, check them out if you really want a deep dive, but for my money, this is the best value short of a DSLR.",5,,This camera is extremly good,0.82,207796e5-020c-4719-b96b-442fa04c588d,product component related specs or functionalities,quality,camera quality,camera quality - generic,positive,2025-05-10T18:21:51.000Z,2025-07-17T14:59:30.000Z,2025/5/10 00:00
1,1 - US,1,147,gl_pc,B0BCF8QYH4,B0B826KS4B,76050417791,Wont work after a couple months.,"Camera is great when it works. Now it wont connect to my desktop and it wont download the updated driver. Tried it on my laptop and it work for about 2 weeks and now, again it wont connect to either of my computers.",1,,Wont work after a couple months,0.75,c9ec0bb3-a974-46ad-9609-eeca04ec0d0b,used or damaged or expired product issues,durability and longevity,durability,does not work in few months,negative,2025-05-14T00:00:28.000Z,2025-08-14T23:29:35.000Z,2025/5/10 00:00
1,1 - US,1,147,gl_pc,B0BCF8QYH4,B0B826KS4B,76050417791,Wont work after a couple months.,"Camera is great when it works. Now it wont connect to my desktop and it wont download the updated driver. Tried it on my laptop and it work for about 2 weeks and now, again it wont connect to either of my computers.",1,,Camera is great when it works,0.96,2073985e-8310-4db7-a399-ef99840a4701,product component related specs or functionalities,quality,camera quality,camera quality - generic,positive,2025-05-14T00:00:28.000Z,2025-08-14T23:29:35.000Z,2025/5/10 00:00
1,1 - US,1,147,gl_pc,B0BCF8QYH4,B0B826KS4B,76050417791,Wont work after a couple months.,"Camera is great when it works. Now it wont connect to my desktop and it wont download the updated driver. Tried it on my laptop and it work for about 2 weeks and now, again it wont connect to either of my computers.",1,,Now it wont connect to my desktop,0.83,9a147a2f-e9c2-4ebe-b18c-b1f6297919ed,product component related specs or functionalities,connectivity interference,connectivity overall,does not connect to desktop,negative,2025-05-14T00:00:28.000Z,2025-08-14T23:29:35.000Z,2025/5/10 00:00
1,1 - US,1,147,gl_pc,B0BCF8QYH4,B0B826KS4B,76050417791,Wont work after a couple months.,"Camera is great when it works. Now it wont connect to my desktop and it wont download the updated driver. Tried it on my laptop and it work for about 2 weeks and now, again it wont connect to either of my computers.",1,,"Tried it on my laptop and it work for about 2 weeks and now, again it wont connect to either of my computers",0.65,df574300-9a0c-4f6a-ad2d-f03fc3f5e641,product component related specs or functionalities,connectivity interference,connectivity overall,does not connect,negative,2025-05-14T00:00:28.000Z,2025-08-14T23:29:35.000Z,2025/5/10 00:00
1,1 - US,1,147,gl_pc,B0BCF8QYH4,B0B826KS4B,76089344611,Not worth the trouble. Terrible Software & Customer Service.,"Great product but the software is terrible, rarely works, and the customer service is the worst I have seen.",1,,Great product,0.97,eb2e4768-51ec-4674-9348-ea3d492a6a76,product component related specs or functionalities,quality,quality overall,quality overall - generic,positive,2025-05-15T19:24:34.000Z,2025-08-12T23:46:03.000Z,2025/5/10 00:00
1,1 - US,1,147,gl_pc,B0BCF8QYH4,B0B826KS4B,76089344611,Not worth the trouble. Terrible Software & Customer Service.,"Great product but the software is terrible, rarely works, and the customer service is the worst I have seen.",1,,Terrible Software & Customer Service,0.77,d6752c99-4bbe-4a4c-aa1f-88e5c39f682f,product component related specs or functionalities,user experience,software application,software application - generic,negative,2025-05-15T19:24:34.000Z,2025-08-12T23:46:03.000Z,2025/5/10 00:00
1,1 - US,1,147,gl_pc,B0BCF8QYH4,B0B826KS4B,76089344611,Not worth the trouble. Terrible Software & Customer Service.,"Great product but the software is terrible, rarely works, and the customer service is the worst I have seen.",1,,Terrible Software & Customer Service,0.85,b91cf49e-9ed2-4bd7-b52a-d9a411152c26,customer service,customer support,customer service,customer service - generic,negative,2025-05-15T19:24:34.000Z,2025-08-12T23:46:03.000Z,2025/5/10 00:00
1,1 - US,1,147,gl_pc,B0BCF8QYH4,B0B826KS4B,76350689441,Unreliable and frequently fails to connect,"This camera is incredibly fussy about whether it will connect audio and video for Teams and Zoom calls.  In may instances it will be working and then turn itself off the minute I make a Teams call.  Answering a Teams call it may work if I have time to unplug it and then plug it back in before the call goes to VM.  The problem is so bad that work colleagues are insisting that I ditch this camera.  It's going in the trash can and I'm buying something else.  On the positive side, when it did decide to connect it worked  great in terms of tracking and the image quality was very good.",1,,Unreliable and frequently fails to connect,0.91,70d18c87-ce55-4c8a-b207-3e20f860fa02,product component related specs or functionalities,connectivity interference,connectivity overall,unreliable,negative,2025-05-28T19:44:23.000Z,2025-08-06T23:30:03.000Z,2025/5/24 00:00
1,1 - US,1,147,gl_pc,B0BCF8QYH4,B0B826KS4B,76350689441,Unreliable and frequently fails to connect,"This camera is incredibly fussy about whether it will connect audio and video for Teams and Zoom calls.  In may instances it will be working and then turn itself off the minute I make a Teams call.  Answering a Teams call it may work if I have time to unplug it and then plug it back in before the call goes to VM.  The problem is so bad that work colleagues are insisting that I ditch this camera.  It's going in the trash can and I'm buying something else.  On the positive side, when it did decide to connect it worked  great in terms of tracking and the image quality was very good.",1,,It's going in the trash can,0.66,d88fdce3-ef79-40d0-a7bf-e80d776cf9c1,miscellaneous,customer preference,customer satisfaction,gone in trash,negative,2025-05-28T19:44:23.000Z,2025-08-06T23:30:03.000Z,2025/5/24 00:00
1,1 - US,1,147,gl_pc,B0BCF8QYH4,B0B826KS4B,76350689441,Unreliable and frequently fails to connect,"This camera is incredibly fussy about whether it will connect audio and video for Teams and Zoom calls.  In may instances it will be working and then turn itself off the minute I make a Teams call.  Answering a Teams call it may work if I have time to unplug it and then plug it back in before the call goes to VM.  The problem is so bad that work colleagues are insisting that I ditch this camera.  It's going in the trash can and I'm buying something else.  On the positive side, when it did decide to connect it worked  great in terms of tracking and the image quality was very good.",1,,The problem is so bad that work colleagues are insisting that I ditch this camera,0.7,e59932ee-ac33-43ab-a7aa-f1d77b227e84,product component related specs or functionalities,quality,camera quality,camera quality - generic,negative,2025-05-28T19:44:23.000Z,2025-08-06T23:30:03.000Z,2025/5/24 00:00
1,1 - US,1,147,gl_pc,B0BCF8QYH4,B0B826KS4B,76474809421,Gets you compliments,This camera is great! I use it almost daily and has great quality. I love the face tracking and that I can configure it to my stream deck.,5,,This camera is great,1,264373aa-6d56-4fff-aa6b-f5ef9ba4c3cd,product component related specs or functionalities,quality,camera quality,camera quality - generic,positive,2025-06-03T19:18:27.000Z,2025-08-22T09:32:31.000Z,2025/5/31 00:00
1,1 - US,1,147,gl_pc,B0BCF8QYH4,B0B826KS4B,76474809421,Gets you compliments,This camera is great! I use it almost daily and has great quality. I love the face tracking and that I can configure it to my stream deck.,5,,has great quality,0.97,5db27453-01b0-4a9f-aee5-422481613e01,product component related specs or functionalities,quality,quality overall,quality overall - generic,positive,2025-06-03T19:18:27.000Z,2025-08-22T09:32:31.000Z,2025/5/31 00:00
1,1 - US,1,147,gl_pc,B0BCF8QYH4,B0B826KS4B,76474809421,Gets you compliments,This camera is great! I use it almost daily and has great quality. I love the face tracking and that I can configure it to my stream deck.,5,,Gets you compliments,0.74,ad61da70-31f0-44c1-b689-64342875b5af,miscellaneous,customer preference,customer satisfaction,customer satisfaction - generic,positive,2025-06-03T19:18:27.000Z,2025-08-22T09:32:31.000Z,2025/5/31 00:00
1,1 - US,1,147,gl_pc,B0BCF8QYH4,B0B826KS4B,76785295171,Does the job as a webcam!,simply LOVE this little guy. keep thinking its a little robot but its not. im a fan of gadgets so as soon as i saw this thing online it intrigued me. it does the trick as a webcam for sure. great quality but i dont think i have a powerful enough machine to get all of the full experience out of it because it can do A LOT. the tracking feature is fun and helps out when filming or showing off stuff on camera. lol. Takes a loot of experimentation to understand just how it all works but thats half the fun i find in these type of gadgets and tech things!? lol. its very fun for what it is. ,3,,great quality,1,ebaee85d-f28f-4c12-a38c-80103f381f86,product component related specs or functionalities,quality,quality overall,quality overall - generic,positive,2025-06-18T17:12:41.000Z,2025-08-24T16:26:26.000Z,2025/6/14 00:00
1,1 - US,1,147,gl_pc,B0BCF8QYH4,B0B826KS4B,76785295171,Does the job as a webcam!,simply LOVE this little guy. keep thinking its a little robot but its not. im a fan of gadgets so as soon as i saw this thing online it intrigued me. it does the trick as a webcam for sure. great quality but i dont think i have a powerful enough machine to get all of the full experience out of it because it can do A LOT. the tracking feature is fun and helps out when filming or showing off stuff on camera. lol. Takes a loot of experimentation to understand just how it all works but thats half the fun i find in these type of gadgets and tech things!? lol. its very fun for what it is. ,3,,helps out when filming or showing off stuff on camera,0.3,4d2c3b18-34b0-44d2-8628-67f4651e03c3,product component related specs or functionalities,video resolution clarity,video quality,helps to take off,positive,2025-06-18T17:12:41.000Z,2025-08-24T16:26:26.000Z,2025/6/14 00:00
1,1 - US,1,147,gl_pc,B0BCF8QYH4,B0B826KS4B,76785295171,Does the job as a webcam!,simply LOVE this little guy. keep thinking its a little robot but its not. im a fan of gadgets so as soon as i saw this thing online it intrigued me. it does the trick as a webcam for sure. great quality but i dont think i have a powerful enough machine to get all of the full experience out of it because it can do A LOT. the tracking feature is fun and helps out when filming or showing off stuff on camera. lol. Takes a loot of experimentation to understand just how it all works but thats half the fun i find in these type of gadgets and tech things!? lol. its very fun for what it is. ,3,,its very fun for what it is,0.74,6e9c8ad1-8e57-45f8-86f3-89c48fd07dec,product component related specs or functionalities,user experience,fun or entertainment experience,fun or entertainment experience - generic,positive,2025-06-18T17:12:41.000Z,2025-08-24T16:26:26.000Z,2025/6/14 00:00
1,1 - US,1,147,gl_pc,B0BCF8QYH4,B0B826KS4B,76785295171,Does the job as a webcam!,simply LOVE this little guy. keep thinking its a little robot but its not. im a fan of gadgets so as soon as i saw this thing online it intrigued me. it does the trick as a webcam for sure. great quality but i dont think i have a powerful enough machine to get all of the full experience out of it because it can do A LOT. the tracking feature is fun and helps out when filming or showing off stuff on camera. lol. Takes a loot of experimentation to understand just how it all works but thats half the fun i find in these type of gadgets and tech things!? lol. its very fun for what it is. ,3,,simply LOVE this little guy,0.8,4df332fa-4400-42f9-9298-4cddb56cac7e,miscellaneous,customer preference,customer satisfaction,customer satisfaction - generic,positive,2025-06-18T17:12:41.000Z,2025-08-24T16:26:26.000Z,2025/6/14 00:00
1,1 - US,1,147,gl_pc,B0BCF8QYH4,B0B826KS4B,76793792671,It doesn't work with Apple's FaceTime software,"The product description says this webcam is compatible with Mac OS.  It also says that the webcam is ""Fully compatible with Zoom, Microsoft Teams, Google Meet, and more.""  Since all Macs are pre-loaded with FaceTime webchat software, you might assume from InstaLink's ads that, since the product is compatible with Mac OS, the camera just HAS TO be compatible with FaceTime.  (Remember the ""and more"" part of "". . . Zoom, Microsoft Teams, Google Meet, and more""?)  But if you assume this, you will be wrong.  I do note that the webcam works flawlessly on the Zoom platform.  But it is NOT compatible with FaceTime.  While the image your FaceTime chat buddy will get of you will be a nice one (but I did notice occasional image freezes during a typical chat session), the audio quality will not be acceptable.  The voice you transmit will be full of echo and other artifacts.  When the person you are calling tries to reply to you, he will hear his own voice in a slight delay.  Adjusting your audio output will not solve the problem.  According to InstaLink's technical support, ""Our team has confirmed that the Link 2 and Link 2C do not have built-in echo cancellation algorithms. Instead, they rely on the echo cancellation capabilities of the software being used, such as FaceTime.""  What this means is that unless you wear headphones while you chat, do not use FaceTime with this product.  Use Zoom.",3,,But it is NOT compatible with FaceTime,0.68,b39caef8-422a-4851-a293-16cb269c2a73,product component related specs or functionalities,compatibility,compatibility overall,not compatible with face time,negative,2025-06-18T21:31:15.000Z,2025-08-24T16:51:04.000Z,2025/6/14 00:00
1,1 - US,1,147,gl_pc,B0BCF8QYH4,B0B826KS4B,76793792671,It doesn't work with Apple's FaceTime software,"The product description says this webcam is compatible with Mac OS.  It also says that the webcam is ""Fully compatible with Zoom, Microsoft Teams, Google Meet, and more.""  Since all Macs are pre-loaded with FaceTime webchat software, you might assume from InstaLink's ads that, since the product is compatible with Mac OS, the camera just HAS TO be compatible with FaceTime.  (Remember the ""and more"" part of "". . . Zoom, Microsoft Teams, Google Meet, and more""?)  But if you assume this, you will be wrong.  I do note that the webcam works flawlessly on the Zoom platform.  But it is NOT compatible with FaceTime.  While the image your FaceTime chat buddy will get of you will be a nice one (but I did notice occasional image freezes during a typical chat session), the audio quality will not be acceptable.  The voice you transmit will be full of echo and other artifacts.  When the person you are calling tries to reply to you, he will hear his own voice in a slight delay.  Adjusting your audio output will not solve the problem.  According to InstaLink's technical support, ""Our team has confirmed that the Link 2 and Link 2C do not have built-in echo cancellation algorithms. Instead, they rely on the echo cancellation capabilities of the software being used, such as FaceTime.""  What this means is that unless you wear headphones while you chat, do not use FaceTime with this product.  Use Zoom.",3,,The voice you transmit will be full of echo and other artifacts,0.4,31992b93-20b6-4c86-ba42-908b53220209,product component related specs or functionalities,audio,microphone,microphone - generic,negative,2025-06-18T21:31:15.000Z,2025-08-24T16:51:04.000Z,2025/6/14 00:00
1,1 - US,1,147,gl_pc,B0BCF8QYH4,B0B826KS4B,76793792671,It doesn't work with Apple's FaceTime software,"The product description says this webcam is compatible with Mac OS.  It also says that the webcam is ""Fully compatible with Zoom, Microsoft Teams, Google Meet, and more.""  Since all Macs are pre-loaded with FaceTime webchat software, you might assume from InstaLink's ads that, since the product is compatible with Mac OS, the camera just HAS TO be compatible with FaceTime.  (Remember the ""and more"" part of "". . . Zoom, Microsoft Teams, Google Meet, and more""?)  But if you assume this, you will be wrong.  I do note that the webcam works flawlessly on the Zoom platform.  But it is NOT compatible with FaceTime.  While the image your FaceTime chat buddy will get of you will be a nice one (but I did notice occasional image freezes during a typical chat session), the audio quality will not be acceptable.  The voice you transmit will be full of echo and other artifacts.  When the person you are calling tries to reply to you, he will hear his own voice in a slight delay.  Adjusting your audio output will not solve the problem.  According to InstaLink's technical support, ""Our team has confirmed that the Link 2 and Link 2C do not have built-in echo cancellation algorithms. Instead, they rely on the echo cancellation capabilities of the software being used, such as FaceTime.""  What this means is that unless you wear headphones while you chat, do not use FaceTime with this product.  Use Zoom.",3,,"It also says that the webcam is Fully compatible with Zoom, Microsoft Teams, Google Meet, and more",0.65,b7a916be-4b86-4e15-8246-49c2681ceafe,product component related specs or functionalities,features,zoom,compatible with zoom,positive,2025-06-18T21:31:15.000Z,2025-08-24T16:51:04.000Z,2025/6/14 00:00
